Sansa,52152,2
Sansa,115442,4
Sansa,115585,4
Sansa,120927,5
Sansa,121364,5
Sansa,130963,5
Sansa,142856,6
Sansa,143049,6
Sansa,154273,6
Sansa,154571,6
Sansa,163258,7
Sansa,163460,7
Sansa,164836,7
Sansa,165156,7
Sansa,165323,7
Sansa,165629,7
Sansa,165796,7
Sansa,165842,7
Sansa,166074,7
Sansa,166330,7
Sansa,166833,7
Sansa,167338,7
Sansa,167664,7
Sansa,168969,7
Sansa,169156,7
Sansa,169288,7
Sansa,169860,7
Sansa,170934,7
Sansa,173879,7
Sansa,187623,8
Sansa,234796,10
Sansa,313179,14
Sansa,335470,15
Sansa,335863,15
Sansa,336049,15
Sansa,336311,15
Sansa,336763,15
Sansa,337220,15
Sansa,337798,15
Sansa,338023,15
Sansa,338229,15
Sansa,338499,15
Sansa,338854,15
Sansa,339310,15
Sansa,339669,15
Sansa,340088,15
Sansa,340365,15
Sansa,340778,15
Sansa,341035,15
Sansa,341210,15
Sansa,341576,15
Sansa,342711,15
Sansa,342954,15
Sansa,343122,15
Sansa,343662,15
Sansa,344767,15
Sansa,345257,15
Sansa,345426,15
Sansa,345783,15
Sansa,345902,15
Sansa,346352,15
Sansa,346692,15
Sansa,347119,15
Sansa,347329,15
Sansa,347983,15
Sansa,348151,15
Sansa,348298,15
Sansa,349359,15
Sansa,349390,15
Sansa,349522,15
Sansa,349704,15
Sansa,349961,15
Sansa,350010,15
Sansa,350264,15
Sansa,350507,15
Sansa,350736,15
Sansa,351049,15
Sansa,351401,15
Sansa,352314,15
Sansa,352469,15
Sansa,352645,15
Sansa,353188,15
Sansa,353338,15
Sansa,353470,15
Sansa,353765,15
Sansa,354666,15
Sansa,355126,15
Sansa,355501,15
Sansa,355945,15
Sansa,356655,15
Sansa,356782,15
Sansa,357416,15
Sansa,357672,15
Sansa,358046,15
Sansa,358410,15
Sansa,358688,15
Sansa,359102,15
Sansa,359175,15
Sansa,359825,15
Sansa,360042,15
Sansa,360310,15
Sansa,360647,15
Sansa,361351,15
Sansa,361762,15
Sansa,361917,15
Sansa,362346,15
Sansa,362705,15
Sansa,363235,15
Sansa,363458,15
Sansa,363604,15
Sansa,363855,15
Sansa,364101,15
Sansa,365149,15
Sansa,365414,15
Sansa,365430,15
Sansa,365839,15
Sansa,366482,15
Sansa,367400,15
Sansa,367606,15
Sansa,367856,15
Sansa,368337,15
Sansa,368668,15
Sansa,368969,15
Sansa,370007,15
Sansa,370462,15
Sansa,370692,15
Sansa,371802,16
Sansa,377831,16
Sansa,379240,16
Sansa,380210,16
Sansa,382889,16
Sansa,383212,16
Sansa,383857,16
Sansa,385031,16
Sansa,385505,16
Sansa,393598,17
Sansa,436196,19
Sansa,475680,20
Sansa,475811,20
Sansa,484313,20
Sansa,485916,20
Sansa,526569,22
Sansa,526858,22
Sansa,527192,22
Sansa,527479,22
Sansa,527687,22
Sansa,527786,22
Sansa,528031,22
Sansa,528523,22
Sansa,529927,22
Sansa,534341,22
Sansa,534659,22
Sansa,536309,22
Sansa,541336,22
Sansa,544159,22
Sansa,544473,22
Sansa,621858,25
Sansa,622235,25
Sansa,623337,25
Sansa,716813,29
Sansa,717307,29
Sansa,717568,29
Sansa,717759,29
Sansa,718381,29
Sansa,719162,29
Sansa,719412,29
Sansa,720834,29
Sansa,721955,29
Sansa,722217,29
Sansa,723297,29
Sansa,724215,29
Sansa,725081,29
Sansa,726107,29
Sansa,726211,29
Sansa,727301,29
Sansa,728231,29
Sansa,728660,29
Sansa,728840,29
Sansa,729343,29
Sansa,729876,29
Sansa,730785,29
Sansa,730953,29
Sansa,731768,29
Sansa,732136,29
Sansa,732614,29
Sansa,732906,29
Sansa,733554,29
Sansa,733927,29
Sansa,734093,29
Sansa,734421,29
Sansa,734923,29
Sansa,735231,29
Sansa,735544,29
Sansa,735792,29
Sansa,736160,29
Sansa,737291,29
Sansa,737541,29
Sansa,738444,29
Sansa,738922,29
Sansa,739195,29
Sansa,739679,29
Sansa,740234,29
Sansa,740815,29
Sansa,741763,29
Sansa,742262,29
Sansa,743095,29
Sansa,743790,29
Sansa,745570,29
Sansa,745699,29
Sansa,745904,29
Sansa,746678,29
Sansa,746982,29
Sansa,754351,30
Sansa,763612,30
Sansa,764033,30
Sansa,765227,30
Sansa,765775,30
Sansa,766765,30
Sansa,770327,30
Sansa,771172,30
Sansa,773784,30
Sansa,775857,30
Sansa,775958,30
Sansa,776550,30
Sansa,778825,30
Sansa,779132,30
Sansa,779180,30
Sansa,781203,30
Sansa,835697,32
Sansa,910758,34
Sansa,1040369,39
Sansa,1138133,43
Sansa,1148618,44
Sansa,1148782,44
Sansa,1149453,44
Sansa,1149958,44
Sansa,1150475,44
Sansa,1150903,44
Sansa,1150984,44
Sansa,1151409,44
Sansa,1151611,44
Sansa,1151977,44
Sansa,1152289,44
Sansa,1152628,44
Sansa,1152989,44
Sansa,1153224,44
Sansa,1153578,44
Sansa,1154218,44
Sansa,1154522,44
Sansa,1154628,44
Sansa,1155519,44
Sansa,1155975,44
Sansa,1156899,44
Sansa,1157383,44
Sansa,1157923,44
Sansa,1158371,44
Sansa,1158662,44
Sansa,1159071,44
Sansa,1159507,44
Sansa,1159565,44
Sansa,1160252,44
Sansa,1160302,44
Sansa,1160671,44
Sansa,1161054,44
Sansa,1161192,44
Sansa,1161341,44
Sansa,1161758,44
Sansa,1162157,44
Sansa,1162349,44
Sansa,1162545,44
Sansa,1162671,44
Sansa,1162938,44
Sansa,1163089,44
Sansa,1163306,44
Sansa,1164536,44
Sansa,1165228,44
Sansa,1165700,44
Sansa,1166392,44
Sansa,1166890,44
Sansa,1167108,44
Sansa,1169971,45
Sansa,1175181,45
Sansa,1182065,45
Sansa,1243271,47
Sansa,1267375,49
Sansa,1267863,49
Sansa,1268122,49
Sansa,1268222,49
Sansa,1268257,49
Sansa,1268412,49
Sansa,1272864,49
Sansa,1308286,50
Sansa,1308693,50
Sansa,1309213,50
Sansa,1310587,51
Sansa,1310935,51
Sansa,1311386,51
Sansa,1311671,51
Sansa,1312421,51
Sansa,1312655,51
Sansa,1312770,51
Sansa,1313485,51
Sansa,1313689,51
Sansa,1313917,51
Sansa,1314353,51
Sansa,1314783,51
Sansa,1315100,51
Sansa,1316104,51
Sansa,1316486,51
Sansa,1316829,51
Sansa,1317077,51
Sansa,1317529,51
Sansa,1317833,51
Sansa,1318136,51
Sansa,1318433,51
Sansa,1318493,51
Sansa,1318891,51
Sansa,1319278,51
Sansa,1319318,51
Sansa,1319509,51
Sansa,1319704,51
Sansa,1320328,51
Sansa,1320549,51
Sansa,1320677,51
Sansa,1321284,51
Sansa,1321313,51
Sansa,1321576,51
Sansa,1321787,51
Sansa,1321926,51
Sansa,1322739,51
Sansa,1323326,51
Sansa,1323685,51
Sansa,1323995,51
Sansa,1324583,51
Sansa,1325305,51
Sansa,1325865,51
Sansa,1326695,51
Sansa,1327133,51
Sansa,1327782,51
Sansa,1328385,51
Sansa,1328455,51
Sansa,1329009,51
Sansa,1330285,51
Sansa,1330422,51
Sansa,1330659,51
Sansa,1330936,51
Sansa,1331627,51
Sansa,1331977,51
Sansa,1332783,51
Sansa,1333654,51
Sansa,1358364,52
Sansa,1360515,52
Sansa,1391524,53
Sansa,1392143,53
Sansa,1392354,53
Sansa,1392551,53
Sansa,1392840,53
Sansa,1393860,53
Sansa,1450567,55
Sansa,1450917,55
Sansa,1451081,55
Sansa,1451426,55
Sansa,1452459,55
Sansa,1487653,57
Sansa,1488007,57
Sansa,1488240,57
Sansa,1488803,57
Sansa,1489259,57
Sansa,1489928,57
Sansa,1490251,57
Sansa,1490546,57
Sansa,1491864,57
Sansa,1493243,57
Sansa,1493427,57
Sansa,1493529,57
Sansa,1494651,57
Sansa,1495209,57
Sansa,1495923,57
Sansa,1497895,57
Sansa,1500844,57
Sansa,1501010,57
Sansa,1502051,57
Sansa,1503958,57
Sansa,1504585,57
Sansa,1505221,57
Sansa,1505350,57
Sansa,1505598,57
Sansa,1506009,57
Sansa,1506339,57
Sansa,1506545,57
Sansa,1506918,57
Sansa,1507495,57
Sansa,1508073,57
Sansa,1508294,57
Sansa,1508885,57
Sansa,1527094,58
Sansa,1529905,58
Sansa,1531046,58
Sansa,1736891,65
Sansa,1741470,65
Sansa,1742825,65
Sansa,1745086,65
Sansa,1745145,65
Sansa,1745998,65
Sansa,1747277,65
Sansa,1776975,67
Sansa,1778856,67
Sansa,1779500,67
Sansa,1780496,67
Sansa,1781280,67
Sansa,1781899,67
Sansa,1782516,67
Sansa,1782793,67
Sansa,1783378,67
Sansa,1783538,67
Sansa,1783768,67
Sansa,1784536,67
Sansa,1784766,67
Sansa,1785406,67
Sansa,1786958,67
Sansa,1787063,67
Sansa,1787794,67
Sansa,1789199,67
Sansa,1790318,67
Sansa,1790675,67
Sansa,1791178,67
Sansa,1792101,67
Sansa,1792687,67
Sansa,1792994,67
Sansa,1793295,67
Sansa,1793486,67
Sansa,1793674,67
Sansa,1794192,67
Sansa,1795104,67
Sansa,1795297,67
Sansa,1795821,67
Sansa,1796466,67
Sansa,1796680,67
Sansa,1797567,67
Sansa,1798056,67
Sansa,1798140,67
Sansa,1798742,67
Sansa,1799154,67
Sansa,1799639,67
Sansa,1894107,71
Sansa,1933417,74
Sansa,1934044,74
